accno,L2FC,diet,GOID,TERM,psort_loc,ONTOLOGY,description
P0ABQ0,-3.0603587397528926,maintenance,GO:0004632,phosphopantothenate--cysteine ligase activity,Cytoplasmic,MF,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) OX=83333 GN=coaBC PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0ABQ0,-3.0603587397528926,maintenance,GO:0004633,phosphopantothenoylcysteine decarboxylase activity,Cytoplasmic,MF,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) OX=83333 GN=coaBC PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0ABQ0,-3.0603587397528926,maintenance,GO:0010181,FMN binding,Cytoplasmic,MF,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) OX=83333 GN=coaBC PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0ABQ0,-3.0603587397528926,maintenance,GO:0015937,coenzyme A biosynthetic process,Cytoplasmic,BP,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) OX=83333 GN=coaBC PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0ABQ0,-3.0603587397528926,maintenance,GO:0015941,pantothenate catabolic process,Cytoplasmic,BP,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) OX=83333 GN=coaBC PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0AB89,-1.907224741668098,maintenance,GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",Cytoplasmic,MF,Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AB89,-1.907224741668098,maintenance,GO:0006188,IMP biosynthetic process,Cytoplasmic,BP,Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AB89,-1.907224741668098,maintenance,GO:0009152,purine ribonucleotide biosynthetic process,Cytoplasmic,BP,Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AB89,-1.907224741668098,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
W1ES56,-Inf,maintenance,GO:0005515,protein binding,Unknown,MF,"Free methionine-(R)-sulfoxide reductase, contains GAF domain OS=Escherichia coli ISC7 OX=1432555 PE=4 SV=1 UPId=UP000019199 PPId=UP000000625"
A0A0P7NDI9,-2.3952891169713326,maintenance,GO:0004784,superoxide dismutase activity,Periplasmic,MF,Superoxide dismutase (Fragment) OS=Escherichia coli OX=562 GN=ACU90_18505 PE=3 SV=1 UPId=UP000050307 PPId=UP000000625
A0A0P7NDI9,-2.3952891169713326,maintenance,GO:0006801,superoxide metabolic process,Periplasmic,BP,Superoxide dismutase (Fragment) OS=Escherichia coli OX=562 GN=ACU90_18505 PE=3 SV=1 UPId=UP000050307 PPId=UP000000625
A0A0P7NDI9,-2.3952891169713326,maintenance,GO:0046872,metal ion binding,Periplasmic,MF,Superoxide dismutase (Fragment) OS=Escherichia coli OX=562 GN=ACU90_18505 PE=3 SV=1 UPId=UP000050307 PPId=UP000000625
A0A0P7NDI9,-2.3952891169713326,maintenance,GO:0055114,NA,Periplasmic,NA,Superoxide dismutase (Fragment) OS=Escherichia coli OX=562 GN=ACU90_18505 PE=3 SV=1 UPId=UP000050307 PPId=UP000000625
A0A377E3G0,-Inf,maintenance,GO:0005506,iron ion binding,Periplasmic,MF,Soluble cytochrome b562 OS=Escherichia coli OX=562 GN=cybC_1 PE=4 SV=1 UPId=UP000254088 PPId=UP000000625
A0A377E3G0,-Inf,maintenance,GO:0009055,electron transfer activity,Periplasmic,MF,Soluble cytochrome b562 OS=Escherichia coli OX=562 GN=cybC_1 PE=4 SV=1 UPId=UP000254088 PPId=UP000000625
A0A377E3G0,-Inf,maintenance,GO:0020037,heme binding,Periplasmic,MF,Soluble cytochrome b562 OS=Escherichia coli OX=562 GN=cybC_1 PE=4 SV=1 UPId=UP000254088 PPId=UP000000625
A0A377E3G0,-Inf,maintenance,GO:0022900,electron transport chain,Periplasmic,BP,Soluble cytochrome b562 OS=Escherichia coli OX=562 GN=cybC_1 PE=4 SV=1 UPId=UP000254088 PPId=UP000000625
A0A377E3G0,-Inf,maintenance,GO:0042597,periplasmic space,Periplasmic,CC,Soluble cytochrome b562 OS=Escherichia coli OX=562 GN=cybC_1 PE=4 SV=1 UPId=UP000254088 PPId=UP000000625
BAB34979.1,-Inf,maintenance,GO:0003677,DNA binding,Unknown,MF,transcriptional regulator [Escherichia coli O157:H7 str. Sakai]
BAB34979.1,-Inf,maintenance,GO:0006355,"regulation of transcription, DNA-templated",Unknown,BP,transcriptional regulator [Escherichia coli O157:H7 str. Sakai]
AAG58515.1,-Inf,maintenance,GO:0016226,iron-sulfur cluster assembly,Cytoplasmic,BP,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG58515.1,-Inf,maintenance,GO:0051539,"4 iron, 4 sulfur cluster binding",Cytoplasmic,MF,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG58515.1,-Inf,maintenance,GO:0051604,protein maturation,Cytoplasmic,BP,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG58515.1,-Inf,maintenance,GO:0005506,iron ion binding,Cytoplasmic,MF,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG58515.1,-Inf,maintenance,GO:0051536,iron-sulfur cluster binding,Cytoplasmic,MF,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
KIQ46661.1,-Inf,maintenance,GO:0043565,sequence-specific DNA binding,Unknown,MF,cytoskeletal protein RodZ [Escherichia coli]
KIQ46661.1,-Inf,maintenance,GO:0008360,regulation of cell shape,Unknown,BP,cytoskeletal protein RodZ [Escherichia coli]
KIQ46661.1,-Inf,maintenance,GO:0016021,integral component of membrane,Unknown,CC,cytoskeletal protein RodZ [Escherichia coli]
KIQ46661.1,-Inf,maintenance,GO:0003677,DNA binding,Unknown,MF,cytoskeletal protein RodZ [Escherichia coli]
A0A243ZPE4,-1.5456806008685744,maintenance,GO:0016831,carboxy-lyase activity,Cytoplasmic,MF,Glutamate decarboxylase (Fragment) OS=Escherichia coli OX=562 GN=BZL31_26970 PE=3 SV=1 UPId=UP000194908 PPId=UP000000625
A0A243ZPE4,-1.5456806008685744,maintenance,GO:0019752,carboxylic acid metabolic process,Cytoplasmic,BP,Glutamate decarboxylase (Fragment) OS=Escherichia coli OX=562 GN=BZL31_26970 PE=3 SV=1 UPId=UP000194908 PPId=UP000000625
A0A243ZPE4,-1.5456806008685744,maintenance,GO:0030170,pyridoxal phosphate binding,Cytoplasmic,MF,Glutamate decarboxylase (Fragment) OS=Escherichia coli OX=562 GN=BZL31_26970 PE=3 SV=1 UPId=UP000194908 PPId=UP000000625
A0A243ZPE4,-1.5456806008685744,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Glutamate decarboxylase (Fragment) OS=Escherichia coli OX=562 GN=BZL31_26970 PE=3 SV=1 UPId=UP000194908 PPId=UP000000625
A0A377F7W2,-2.075686706551009,maintenance,GO:0005515,protein binding,Unknown,MF,Thioredoxin-like protein OS=Escherichia coli OX=562 GN=ybbN_2 PE=4 SV=1 UPId=UP000254255 PPId=UP000000625
A0A376VPM6,-Inf,maintenance,GO:0006189,'de novo' IMP biosynthetic process,Unknown,BP,N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli OX=562 GN=purE PE=3 SV=1 UPId=UP000254495 PPId=UP000000625
I6CHA2,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,Lactaldehyde reductase OS=Shigella flexneri K-315 OX=766150 GN=SFK315_3714 PE=4 SV=1 UPId=UP000005407 PPId=UP000000625
I6CHA2,-Inf,maintenance,GO:0046872,metal ion binding,Cytoplasmic,MF,Lactaldehyde reductase OS=Shigella flexneri K-315 OX=766150 GN=SFK315_3714 PE=4 SV=1 UPId=UP000005407 PPId=UP000000625
I6CHA2,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,Lactaldehyde reductase OS=Shigella flexneri K-315 OX=766150 GN=SFK315_3714 PE=4 SV=1 UPId=UP000005407 PPId=UP000000625
A0A376TSD2,-Inf,maintenance,GO:0005507,copper ion binding,Periplasmic,MF,SufI protein OS=Escherichia coli OX=562 GN=sufI_2 PE=4 SV=1 UPId=UP000254405 PPId=UP000000625
A0A376TSD2,-Inf,maintenance,GO:0016491,oxidoreductase activity,Periplasmic,MF,SufI protein OS=Escherichia coli OX=562 GN=sufI_2 PE=4 SV=1 UPId=UP000254405 PPId=UP000000625
A0A376TSD2,-Inf,maintenance,GO:0055114,NA,Periplasmic,NA,SufI protein OS=Escherichia coli OX=562 GN=sufI_2 PE=4 SV=1 UPId=UP000254405 PPId=UP000000625
A0A377CBN5,-Inf,maintenance,GO:0008565,NA,CytoplasmicMembrane,NA,Twin arginine translocase protein A OS=Escherichia coli OX=562 GN=tatA PE=4 SV=1 UPId=UP000254255 PPId=UP000000625
A0A377CBN5,-Inf,maintenance,GO:0015031,protein transport,CytoplasmicMembrane,BP,Twin arginine translocase protein A OS=Escherichia coli OX=562 GN=tatA PE=4 SV=1 UPId=UP000254255 PPId=UP000000625
AAG54790.1,-1.0690166255449842,maintenance,GO:0003677,DNA binding,Cytoplasmic,MF,"DNA-binding protein HU-beta, NS1 (HU-1) [Escherichia coli O157:H7 str. EDL933]"
A0A376SX71,-Inf,maintenance,GO:0004872,NA,OuterMembrane,NA,Catecholate siderophore TonB-dependent receptor OS=Escherichia coli OX=562 GN=fiu_1 PE=3 SV=1 UPId=UP000255260 PPId=UP000000625
A0A376SX71,-Inf,maintenance,GO:0006810,transport,OuterMembrane,BP,Catecholate siderophore TonB-dependent receptor OS=Escherichia coli OX=562 GN=fiu_1 PE=3 SV=1 UPId=UP000255260 PPId=UP000000625
A0A376SX71,-Inf,maintenance,GO:0016020,membrane,OuterMembrane,CC,Catecholate siderophore TonB-dependent receptor OS=Escherichia coli OX=562 GN=fiu_1 PE=3 SV=1 UPId=UP000255260 PPId=UP000000625
A0A2W6NWV1,-Inf,maintenance,GO:0006457,protein folding,Cytoplasmic,BP,Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Escherichia coli OX=562 GN=DNQ45_28540 PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0003862,3-isopropylmalate dehydrogenase activity,Cytoplasmic,MF,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0009098,leucine biosynthetic process,Cytoplasmic,BP,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",Cytoplasmic,MF,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0000287,magnesium ion binding,Cytoplasmic,MF,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2W6P998,-Inf,maintenance,GO:0051287,"NAD binding",Cytoplasmic,MF,3-isopropylmalate dehydrogenase (Fragment) OS=Escherichia coli OX=562 GN=leuB PE=3 SV=1 UPId=UP000249482 PPId=UP000000625
A0A2X1J143,-1.220718554234176,maintenance,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,Cytoplasmic,BP,Molybdopterin converting factor subunit 2 OS=Escherichia coli OX=562 GN=moaE_2 PE=4 SV=1 UPId=UP000250561 PPId=UP000000625
A0A376V9U8,-1.3182561383174762,maintenance,GO:0005215,transporter activity,CytoplasmicMembrane,MF,PTS system subunit IIABC OS=Escherichia coli OX=562 GN=mtlA_1 PE=4 SV=1 UPId=UP000254180 PPId=UP000000625
A0A376V9U8,-1.3182561383174762,maintenance,GO:0006810,transport,CytoplasmicMembrane,BP,PTS system subunit IIABC OS=Escherichia coli OX=562 GN=mtlA_1 PE=4 SV=1 UPId=UP000254180 PPId=UP000000625
AAG57768.1,-Inf,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,"succinate-semialdehyde dehydrogenase, NADP-dependent activity [Escherichia coli O157:H7 str. EDL933]"
AAG57768.1,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,"succinate-semialdehyde dehydrogenase, NADP-dependent activity [Escherichia coli O157:H7 str. EDL933]"
AAG57768.1,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,"succinate-semialdehyde dehydrogenase, NADP-dependent activity [Escherichia coli O157:H7 str. EDL933]"
AAG57768.1,-Inf,maintenance,GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,Cytoplasmic,MF,"succinate-semialdehyde dehydrogenase, NADP-dependent activity [Escherichia coli O157:H7 str. EDL933]"
AAG57768.1,-Inf,maintenance,GO:0009450,gamma-aminobutyric acid catabolic process,Cytoplasmic,BP,"succinate-semialdehyde dehydrogenase, NADP-dependent activity [Escherichia coli O157:H7 str. EDL933]"
A0A2X1KW44,-Inf,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity,Cytoplasmic,MF,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0006355,"regulation of transcription, DNA-templated",Cytoplasmic,BP,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0003700,DNA-binding transcription factor activity,Cytoplasmic,MF,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0004657,proline dehydrogenase activity,Cytoplasmic,MF,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0010133,proline catabolic process to glutamate,Cytoplasmic,BP,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1KW44,-Inf,maintenance,GO:0006561,proline biosynthetic process,Cytoplasmic,BP,Bifunctional protein PutA OS=Escherichia coli OX=562 GN=putA_1 PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1L0P6,-1.788099705067507,maintenance,GO:0006221,pyrimidine nucleotide biosynthetic process,Cytoplasmic,BP,Uridylate kinase OS=Escherichia coli OX=562 GN=pyrH PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1L0P6,-1.788099705067507,maintenance,GO:0009041,uridylate kinase activity,Cytoplasmic,MF,Uridylate kinase OS=Escherichia coli OX=562 GN=pyrH PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1L0P6,-1.788099705067507,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,Uridylate kinase OS=Escherichia coli OX=562 GN=pyrH PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1L0P6,-1.788099705067507,maintenance,GO:0033862,UMP kinase activity,Cytoplasmic,MF,Uridylate kinase OS=Escherichia coli OX=562 GN=pyrH PE=3 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1L2V2,-Inf,maintenance,GO:0044238,primary metabolic process,Cytoplasmic,BP,Putative sigma(54) modulation protein OS=Escherichia coli OX=562 GN=yhbH PE=4 SV=1 UPId=UP000250859 PPId=UP000000625
A0A2X1LA40,-2.712938794641614,maintenance,GO:0006520,cellular amino acid metabolic process,Cytoplasmic,BP,Low specificity L-threonine aldolase OS=Escherichia coli OX=562 GN=ltaE_2 PE=4 SV=1 UPId=UP000250448 PPId=UP000000625
A0A2X1LA40,-2.712938794641614,maintenance,GO:0016829,lyase activity,Cytoplasmic,MF,Low specificity L-threonine aldolase OS=Escherichia coli OX=562 GN=ltaE_2 PE=4 SV=1 UPId=UP000250448 PPId=UP000000625
A0A2X1LA40,-2.712938794641614,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Low specificity L-threonine aldolase OS=Escherichia coli OX=562 GN=ltaE_2 PE=4 SV=1 UPId=UP000250448 PPId=UP000000625
A0A376UB23,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,"NADP-dependent oxidoreductase yncB OS=Escherichia coli OX=562 GN=yncB PE=4 SV=1 UPId=UP000254079 PPId=UP000000625"
A0A2X1N4E9,-Inf,maintenance,GO:0008152,metabolic process,CytoplasmicMembrane,BP,Glycerol-3-phosphate 1-O-acyltransferase OS=Escherichia coli OX=562 GN=plsB_1 PE=3 SV=1 UPId=UP000250780 PPId=UP000000625
A0A2X1N4E9,-Inf,maintenance,GO:0016746,"transferase activity, transferring acyl groups",CytoplasmicMembrane,MF,Glycerol-3-phosphate 1-O-acyltransferase OS=Escherichia coli OX=562 GN=plsB_1 PE=3 SV=1 UPId=UP000250780 PPId=UP000000625
A0A2X1N8G2,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli OX=562 GN=ispD_1 PE=3 SV=1 UPId=UP000250437 PPId=UP000000625
A0A2X1N8G2,-Inf,maintenance,GO:0008299,isoprenoid biosynthetic process,Cytoplasmic,BP,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli OX=562 GN=ispD_1 PE=3 SV=1 UPId=UP000250437 PPId=UP000000625
A0A2X1N8G2,-Inf,maintenance,GO:0070567,cytidylyltransferase activity,Cytoplasmic,MF,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli OX=562 GN=ispD_1 PE=3 SV=1 UPId=UP000250437 PPId=UP000000625
A0A2X1NIU9,-Inf,maintenance,GO:0006807,nitrogen compound metabolic process,Cytoplasmic,BP,Carbamoyl-phosphate synthase (glutamine-hydrolyzing) OS=Escherichia coli OX=562 GN=carB_3 PE=3 SV=1 UPId=UP000250780 PPId=UP000000625
A0A2X1NIU9,-Inf,maintenance,GO:0005524,ATP binding,Cytoplasmic,MF,Carbamoyl-phosphate synthase (glutamine-hydrolyzing) OS=Escherichia coli OX=562 GN=carB_3 PE=3 SV=1 UPId=UP000250780 PPId=UP000000625
A0A2X1NIU9,-Inf,maintenance,GO:0046872,metal ion binding,Cytoplasmic,MF,Carbamoyl-phosphate synthase (glutamine-hydrolyzing) OS=Escherichia coli OX=562 GN=carB_3 PE=3 SV=1 UPId=UP000250780 PPId=UP000000625
A0A2X1NIU9,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Carbamoyl-phosphate synthase (glutamine-hydrolyzing) OS=Escherichia coli OX=562 GN=carB_3 PE=3 SV=1 UPId=UP000250780 PPId=UP000000625
A0A2X1PIL3,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,GMP reductase OS=Escherichia coli OX=562 GN=guaC_1 PE=4 SV=1 UPId=UP000250437 PPId=UP000000625
A0A2X1PIL3,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,GMP reductase OS=Escherichia coli OX=562 GN=guaC_1 PE=4 SV=1 UPId=UP000250437 PPId=UP000000625
A0A2X1PIL3,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,GMP reductase OS=Escherichia coli OX=562 GN=guaC_1 PE=4 SV=1 UPId=UP000250437 PPId=UP000000625
A0A2X2HDN1,-Inf,maintenance,GO:0005737,cytoplasm,Cytoplasmic,CC,Formate acetyltransferase OS=Shigella dysenteriae OX=622 GN=pflB1_1 PE=4 SV=1 UPId=UP000251082 PPId=UP000000625
A0A2X2HDN1,-Inf,maintenance,GO:0005975,carbohydrate metabolic process,Cytoplasmic,BP,Formate acetyltransferase OS=Shigella dysenteriae OX=622 GN=pflB1_1 PE=4 SV=1 UPId=UP000251082 PPId=UP000000625
A0A2X2HDN1,-Inf,maintenance,GO:0008861,formate C-acetyltransferase activity,Cytoplasmic,MF,Formate acetyltransferase OS=Shigella dysenteriae OX=622 GN=pflB1_1 PE=4 SV=1 UPId=UP000251082 PPId=UP000000625
A0A2X2HDN1,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,Formate acetyltransferase OS=Shigella dysenteriae OX=622 GN=pflB1_1 PE=4 SV=1 UPId=UP000251082 PPId=UP000000625
A0A2X2HDN1,-Inf,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,Formate acetyltransferase OS=Shigella dysenteriae OX=622 GN=pflB1_1 PE=4 SV=1 UPId=UP000251082 PPId=UP000000625
A0A377KEH0,-Inf,maintenance,GO:0015556,C4-dicarboxylate transmembrane transporter activity,CytoplasmicMembrane,MF,Anaerobic C4-dicarboxylate transporter OS=Escherichia coli OX=562 GN=dcuA_2 PE=4 SV=1 UPId=UP000254181 PPId=UP000000625
A0A377KEH0,-Inf,maintenance,GO:0015740,C4-dicarboxylate transport,CytoplasmicMembrane,BP,Anaerobic C4-dicarboxylate transporter OS=Escherichia coli OX=562 GN=dcuA_2 PE=4 SV=1 UPId=UP000254181 PPId=UP000000625
A0A377KEH0,-Inf,maintenance,GO:0016021,integral component of membrane,CytoplasmicMembrane,CC,Anaerobic C4-dicarboxylate transporter OS=Escherichia coli OX=562 GN=dcuA_2 PE=4 SV=1 UPId=UP000254181 PPId=UP000000625
A0A2X3LM07,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli OX=562 GN=glpD_2 PE=4 SV=1 UPId=UP000250991 PPId=UP000000625
A0A2X3LM07,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli OX=562 GN=glpD_2 PE=4 SV=1 UPId=UP000250991 PPId=UP000000625
A0A376L0A2,-Inf,maintenance,GO:0048037,NA,Unknown,NA,Putative CoA-binding protein OS=Escherichia coli OX=562 GN=yccU PE=4 SV=1 UPId=UP000255460 PPId=UP000000625
A0A348DVE5,-Inf,maintenance,GO:0030001,metal ion transport,CytoplasmicMembrane,BP,Copper transporter OS=Escherichia coli OX=562 GN=copA_1 PE=3 SV=1 UPId=UP000272738 PPId=UP000000625
A0A348DVE5,-Inf,maintenance,GO:0046872,metal ion binding,CytoplasmicMembrane,MF,Copper transporter OS=Escherichia coli OX=562 GN=copA_1 PE=3 SV=1 UPId=UP000272738 PPId=UP000000625
A0A348DVE5,-Inf,maintenance,GO:0006812,cation transport,CytoplasmicMembrane,BP,Copper transporter OS=Escherichia coli OX=562 GN=copA_1 PE=3 SV=1 UPId=UP000272738 PPId=UP000000625
A0A348DVE5,-Inf,maintenance,GO:0016021,integral component of membrane,CytoplasmicMembrane,CC,Copper transporter OS=Escherichia coli OX=562 GN=copA_1 PE=3 SV=1 UPId=UP000272738 PPId=UP000000625
A0A348DVE5,-Inf,maintenance,GO:0019829,ATPase-coupled cation transmembrane transporter activity,CytoplasmicMembrane,MF,Copper transporter OS=Escherichia coli OX=562 GN=copA_1 PE=3 SV=1 UPId=UP000272738 PPId=UP000000625
A0A348DVE5,-Inf,maintenance,GO:0000166,nucleotide binding,CytoplasmicMembrane,MF,Copper transporter OS=Escherichia coli OX=562 GN=copA_1 PE=3 SV=1 UPId=UP000272738 PPId=UP000000625
A0A369ETZ6,-Inf,maintenance,GO:0005515,protein binding,Unknown,MF,YjhT family mutarotase OS=Escherichia coli OX=562 GN=DTM25_09395 PE=4 SV=1 UPId=UP000252917 PPId=UP000000625
AAG58654.1,-Inf,maintenance,GO:0005215,transporter activity,CytoplasmicMembrane,MF,putative membrane protein [Escherichia coli O157:H7 str. EDL933]
AAG58654.1,-Inf,maintenance,GO:0016020,membrane,CytoplasmicMembrane,CC,putative membrane protein [Escherichia coli O157:H7 str. EDL933]
AAG58654.1,-Inf,maintenance,GO:0055085,transmembrane transport,CytoplasmicMembrane,BP,putative membrane protein [Escherichia coli O157:H7 str. EDL933]
A0A370VBX1,-Inf,maintenance,GO:0004150,dihydroneopterin aldolase activity,Cytoplasmic,MF,"D-erythro-7,8-dihydroneopterin triphosphate epimerase OS=Escherichia marmotae OX=1499973 GN=folX PE=4 SV=1 UPId=UP000254454 PPId=UP000000625"
A0A370VBX1,-Inf,maintenance,GO:0006760,folic acid-containing compound metabolic process,Cytoplasmic,BP,"D-erythro-7,8-dihydroneopterin triphosphate epimerase OS=Escherichia marmotae OX=1499973 GN=folX PE=4 SV=1 UPId=UP000254454 PPId=UP000000625"
A0A370YF59,-Inf,maintenance,GO:0004470,malic enzyme activity,Cytoplasmic,MF,"NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase OS=Escherichia coli OX=562 GN=DXF93_23565 PE=4 SV=1 UPId=UP000255321 PPId=UP000000625"
A0A370YF59,-Inf,maintenance,GO:0006108,malate metabolic process,Cytoplasmic,BP,"NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase OS=Escherichia coli OX=562 GN=DXF93_23565 PE=4 SV=1 UPId=UP000255321 PPId=UP000000625"
A0A370YF59,-Inf,maintenance,GO:0046872,metal ion binding,Cytoplasmic,MF,"NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase OS=Escherichia coli OX=562 GN=DXF93_23565 PE=4 SV=1 UPId=UP000255321 PPId=UP000000625"
A0A370YF59,-Inf,maintenance,GO:0051287,"NAD binding",Cytoplasmic,MF,"NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase OS=Escherichia coli OX=562 GN=DXF93_23565 PE=4 SV=1 UPId=UP000255321 PPId=UP000000625"
A0A370YF59,-Inf,maintenance,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity,Cytoplasmic,MF,"NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase OS=Escherichia coli OX=562 GN=DXF93_23565 PE=4 SV=1 UPId=UP000255321 PPId=UP000000625"
